R [20260828 195558][14.074] AA4AZ K0DTM -12 -3 2194
R [20260828 195558][14.074] AA4AZ W0REM 73 20 1788
R [20260828 195558][14.074] KH6DC N9WHM EN12 20 2100
R [20260828 195558][14.074] WA7PVE W9MDM EN61 1 1688
R [20260828 195558][14.074] CQ WA4TED EM75 6 1244
R [20260828 195558][14.074] RI1FJL AC0DH EN34 -1 794
R [20260828 195559][14.074] NO0X KD2BRV 73 -14 2312
R [20260828 195559][14.074] AA3B KB5YNF R-08 15 1494
R [20260828 195559][14.074] W0SS AC8XI 73 10 2819
T [20260828 195600][14.074] CQ POTA N6HAN CM87 975
R [20260828 195627][14.074] N6HAN VA7GEM -01 22 1431
R [20260828 195627][14.074] KH6DC N9WHM EN12 23 2100
R [20260828 195628][14.074] AA4AZ NA6JD CN88 8 2456
R [20260828 195628][14.074] WA7PVE W9MDM R-08 -6 1688
R [20260828 195628][14.074] CQ DX JA8KSF QN03 -2 2044
R [20260828 195628][14.074] AA4AZ K0DTM -12 6 2194
R [20260828 195628][14.074] NO0X KJ7WLL CN85 14 756
R [20260828 195628][14.074] W0SS VE3GLN R+19 6 2719
R [20260828 195628][14.074] Z62NS K0SH EN23 6 1862
R [20260828 195629][14.074] K6HGF N7DEN +06 4 862
R [20260828 195629][14.074] RI1FJL KB8SW EN82 6 531
T [20260828 195630][14.074] VA7GEM N6HAN R+22 2451
R [20260828 195657][14.074] N6HAN VA7GEM RR73 8 1238
R [20260828 195658][14.074] KH6DC N9WHM EN12 11 2100
R [20260828 195658][14.074] W0SS VE3GLN 73 0 2719
R [20260828 195658][14.074] NO0X KJ7WLL CN85 13 756
R [20260828 195658][14.074] AA4AZ NA6JD CN88 1 2438
R [20260828 195658][14.074] K0WLY K0SH +06 2 1862
R [20260828 195658][14.074] RI1FJL KB8SW EN82 9 531
R [20260828 195658][14.074] WA7PVE W9MDM 73 -3 1688
R [20260828 195658][14.074] KC7WDL JA8KSF -17 0 2044
R [20260828 195659][14.074] AA4AZ K0DTM -12 0 2194
R [20260828 195659][14.074] RI1FJL VE3OP FN25 2 1350
R [20260828 195659][14.074] K4DND KC5UZI 73 2 1762
T [20260828 195700][14.074] VA7GEM N6HAN 73 1046
R [20260828 195727][14.074] KH6DC N9WHM EN12 26 2100
R [20260828 195728][14.074] AA4AZ NA6JD CN88 2 2438
R [20260828 195728][14.074] AA4AZ K0DTM -12 6 2194
R [20260828 195728][14.074] KC7WDL JA8KSF RR73 14 2050
R [20260828 195728][14.074] CQ K4YT FM19 4 2731
R [20260828 195728][14.074] RI1FJL VE3OP R+15 -4 1350
R [20260828 195728][14.074] NO0X VA3TS R-18 0 1588
R [20260828 195729][14.074] RI1FJL KB8SW EN82 7 531
R [20260828 195729][14.074] CQ KC5UZI EM13 2 1762
T [20260828 195730][14.074] CQ POTA N6HAN CM87 1264
R [20260828 195757][14.074] W0SS VA7GEM +04 6 1862
R [20260828 195757][14.074] W3VHF N7DEN R+02 16 862
R [20260828 195758][14.074] AA4AZ K0DTM -12 4 2194
R [20260828 195758][14.074] KH6DC N9WHM EN12 4 2100
R [20260828 195758][14.074] AA4AZ NA6JD CN88 -6 2438
R [20260828 195758][14.074] CQ DX JA8KSF QN03 4 2044
R [20260828 195758][14.074] RI1FJL KB8SW EN82 2 531
R [20260828 195758][14.074] F5RAB VE4ZIM -10 0 2312
R [20260828 195759][14.074] CQ K4YT FM19 7 2731
R [20260828 195759][14.074] RI1FJL VE3OP 73 -1 1350
R [20260828 195759][14.074] Z62NS W7TUS DM42 10 2800
T [20260828 195800][14.074] CQ POTA N6HAN CM87 1615
R [20260828 195827][14.074] W0SS VA7GEM +04 30 1862
R [20260828 195828][14.074] EA2AA VE7ZTW CN79 16 1638
R [20260828 195828][14.074] CQ K4YT FM19 -2 2738
R [20260828 195828][14.074] KH6DC N9WHM EN12 18 2100
R [20260828 195828][14.074] K0WLY JA8KSF -08 6 2044
R [20260828 195828][14.074] RI1FJL AC0DH EN34 12 794
R [20260828 195828][14.074] RI1FJL KB8SW R-07 12 531
R [20260828 195828][14.074] AA4AZ K0DTM RR73 -14 2194
T [20260828 195830][14.074] CQ POTA N6HAN CM87 869
R [20260828 195858][14.074] EA2AA VE7ZTW CN79 -4 1638
R [20260828 195858][14.074] N6HAN AI7WP CN87 6 750
R [20260828 195858][14.074] K0WLY JA8KSF RR73 11 2044
R [20260828 195858][14.074] RI1FJL KB8SW R-07 10 531
R [20260828 195858][14.074] RI1FJL K0DTM -17 -13 2194
R [20260828 195858][14.074] CQ K4YT FM19 -2 2731
R [20260828 195858][14.074] AA4AZ NA6JD CN88 3 375
R [20260828 195859][14.074] <...> KF8WX EM98 5 2450
R [20260828 195859][14.074] <...> WB8UPO EN70 4 1000
R [20260828 195859][14.074] N3EQF KF8DZL R-03 -4 1125
T [20260828 195900][14.074] AI7WP N6HAN +6 864
R [20260828 195927][14.074] Z62NS K0SH EN23 18 1862
R [20260828 195928][14.074] AA4AZ NA6JD R-07 2 375
R [20260828 195928][14.074] EA2AA VE7ZTW CN79 16 1638
R [20260828 195928][14.074] RI1FJL K0DTM -17 0 2194
R [20260828 195928][14.074] <...> WA3AEP FN00 8 1306
R [20260828 195928][14.074] F4JZW K4YT -08 2 2731
R [20260828 195928][14.074] KR4DFW AI5OS EM10 12 1725
R [20260828 195928][14.074] N6HAN AI7WP CN87 11 750
R [20260828 195929][14.074] KF0VHL JA8KSF -22 12 2044
R [20260828 195929][14.074] UC1DCS/R KM7FBY DM33 6 1550
R [20260828 195929][14.074] LB9CJ KS3F FN10 0 1794
T [20260828 195930][14.074] AI7WP N6HAN +6 2099
R [20260828 195957][14.074] EA2AA VE7ZTW CN79 18 1638
R [20260828 195957][14.074] AA4AZ NA6JD 73 22 375
R [20260828 195958][14.074] Z62NS K0SH EN23 -8 1862
R [20260828 195958][14.074] RI1FJL K0DTM -17 6 2194
R [20260828 195958][14.074] KF0VHL JA8KSF -26 8 2044
R [20260828 195958][14.074] Z62NS WB5N EL09 0 1438
R [20260828 195958][14.074] F4JZW K4YT -08 -3 2731
R [20260828 195958][14.074] W7/G0HSP <WB8UPO> 73 4 1000
R [20260828 195958][14.074] N6HAN AI7WP CN87 13 750
R [20260828 195959][14.074] UC1DCS/R KM7FBY DM33 -6 1550
R [20260828 195959][14.074] KJ7SVM N7DEN RR73 10 856
T [20260828 200000][14.074] AI7WP N6HAN +6 676
R [20260828 200027][14.074] Z62NS K0SH EN23 6 1862
R [20260828 200027][14.074] EA2AA VE7ZTW CN79 10 1638
R [20260828 200028][14.074] KF0VHL JA8KSF -26 -1 2050
R [20260828 200028][14.074] KR4DFW AI5OS EM10 20 1725
R [20260828 200028][14.074] W0SS AL7B BP51 14 1325
R [20260828 200028][14.074] RI1FJL K0DTM -17 2 2194
R [20260828 200028][14.074] UC1DCS/R KM7FBY DM33 6 1550
R [20260828 200028][14.074] N6HAN AI7WP CN87 5 750
R [20260828 200029][14.074] Z62NS WB5N EL09 5 1438
R [20260828 200029][14.074] N9MSG K0WLY DN40 -3 2569
R [20260828 200029][14.074] Z62NS N1JUD +04 0 219
T [20260828 200030][14.074] AI7WP N6HAN +6 2351
R [20260828 200057][14.074] KE0QEQ VA7GEM +01 30 1862
R [20260828 200058][14.074] KF0VHL JA8KSF -26 22 2050
R [20260828 200058][14.074] AA4AZ KB7ZTI CN88 12 538
R [20260828 200058][14.074] RI1FJL K0DTM -17 -4 2194
R [20260828 200058][14.074] Z62NS VE3GLN FN25 12 2719
R [20260828 200058][14.074] N6HAN AI7WP CN87 5 750
R [20260828 200058][14.074] Z62NS WB5N EL09 6 1438
R [20260828 200058][14.074] KR4DFW AI5OS R+04 16 1725
R [20260828 200059][14.074] N9MSG W7IBI DM43 10 1494
R [20260828 200059][14.074] W0REM KF8DZL +03 0 1125
R [20260828 200100][14.074] <W0SS> KM7N/5 4 1556
T [20260828 200100][14.074] AI7WP N6HAN +6 696
R [20260828 200127][14.074] Z62NS K0SH EN23 22 1862
R [20260828 200128][14.074] KF0VHL JA8KSF -26 16 2050
R [20260828 200128][14.074] AA4AZ AL7B BP51 16 1325
R [20260828 200128][14.074] AA4AZ KB7ZTI CN88 18 538
R [20260828 200128][14.074] Z62NS VE3GLN FN25 20 2719
R [20260828 200128][14.074] N9MSG W7IBI DM43 12 1912
R [20260828 200128][14.074] CQ K5MGY EM12 7 2506
R [20260828 200128][14.074] KR4DFW AI5OS 73 24 1725
R [20260828 200129][14.074] Z62NS WB0TKL EM48 14 1494
R [20260828 200129][14.074] KE2IUI WA4TED -11 14 1244
R [20260828 200129][14.074] RI1FJL AA5HH EM21 2 1175
R [20260828 200129][14.074] Z62NS WB5N EL09 8 1438
T [20260828 200130][14.074] AI7WP N6HAN +6 1994
R [20260828 200157][14.074] KF0VHL JA8KSF RR73 22 2050
R [20260828 200158][14.074] AA4AZ AL7B BP51 8 444
R [20260828 200158][14.074] Z62NS K0SH EN23 14 1862
R [20260828 200158][14.074] RI1FJL AA5HH EM21 6 1175
R [20260828 200158][14.074] RI1FJL K0DTM R-10 14 2194
R [20260828 200158][14.074] <W0SS> KM7N/5 3 1556
R [20260828 200158][14.074] Z62NS VE3GLN FN25 12 2719
R [20260828 200159][14.074] CQ K5MGY EM12 -5 2506
T [20260828 200200][14.074] CQ POTA N6HAN CM87 1615
R [20260828 200227][14.074] N5FMP W6SCS CN87 5 1581
R [20260828 200227][14.074] KF0VHL AL7B -10 8 444
R [20260828 200228][14.074] K4DND K5MGY R+01 -2 2506
R [20260828 200228][14.074] Z62NS VE3GLN FN25 12 2719
R [20260828 200228][14.074] KF0VHL JA8KSF RR73 -2 2044
R [20260828 200228][14.074] N6HAN AI7WP R-11 8 750
R [20260828 200228][14.074] KI7DAN AE2NY +06 5 381
R [20260828 200228][14.074] RI1FJL K0OTC EN26 3 2194
R [20260828 200229][14.074] W0CMJ K7RPN CN94 -3 494
R [20260828 200229][14.074] KE2IUI WA4TED RR73 -6 1244
R [20260828 200229][14.074] RI1FJL AA5HH EM21 2 1175
T [20260828 200230][14.074] AI7WP N6HAN RR73 2449
R [20260828 200257][14.074] KF0VHL AL7B RR73 4 444
R [20260828 200257][14.074] N5FMP W6SCS R-12 10 1581
R [20260828 200258][14.074] CQ W0PU DM79 7 1506
R [20260828 200258][14.074] Z62NS K0SH EN23 4 1862
R [20260828 200258][14.074] K4DND K5MGY 73 4 2506
R [20260828 200258][14.074] KF0VHL JA8KSF 73 0 2050
R [20260828 200258][14.074] KM7EWZ WA4TED R-08 -4 1244
R [20260828 200258][14.074] Z62NS VE3GLN FN25 10 2719
R [20260828 200258][14.074] N9MSG W7IBI DM43 1 1638
R [20260828 200259][14.074] CQ W1AW/2 -2 519
T [20260828 200300][14.074] AI7WP N6HAN RR73 1403
R [20260828 200327][14.074] CQ DX JA8KSF QN03 7 2050
R [20260828 200327][14.074] N5FMP W6SCS R-12 8 1581
R [20260828 200328][14.074] RI1FJL AC0DH EN34 3 394
R [20260828 200328][14.074] Z62NS K0SH EN23 4 1862
R [20260828 200328][14.074] KM7EWZ WA4TED R-08 -2 1244
R [20260828 200328][14.074] CQ K5MGY EM12 -14 2506
R [20260828 200328][14.074] N6HAN AI7WP R-11 26 750
R [20260828 200328][14.074] Z62NS VE4ZIM -15 -4 2319
R [20260828 200328][14.074] CQ K0DTM EN34 -4 2194
R [20260828 200328][14.074] CQ W0PU DM79 -6 1506
R [20260828 200329][14.074] RI1FJL AA5HH EM21 0 1175
R [20260828 200329][14.074] <W0CMJ> KQ4MSK/VE3 1 994
R [20260828 200329][14.074] <...> KN4PTV EM75 -12 1356
R [20260828 200329][14.074] CQ N3HQN FN10 3 1050
T [20260828 200330][14.074] AI7WP N6HAN RR73 1837
R [20260828 200357][14.074] KZ4SC AL7B BP51 1 444
R [20260828 200358][14.074] CQ W0PU DM79 0 1506
R [20260828 200358][14.074] CQ DX JA8KSF QN03 2 2044
R [20260828 200358][14.074] N5FMP W6SCS R-12 2 1581
R [20260828 200358][14.074] N6HAN AI7WP 73 2 750
R [20260828 200358][14.074] Z62NS VE4ZIM -15 6 2319
R [20260828 200358][14.074] CQ K5MGY EM12 2 2506
R [20260828 200358][14.074] CQ K0DTM EN34 0 2194
R [20260828 200359][14.074] RI1FJL AA5HH EM21 3 1175
R [20260828 200359][14.074] Z62NS VE3GLN FN25 15 2719
R [20260828 200359][14.074] KM7EWZ WA4TED R-08 -12 1244
T [20260828 200400][14.074] CQ POTA N6HAN CM87 834
R [20260828 200427][14.074] N6HAN AI7WP 73 6 750
R [20260828 200427][14.074] N5FMP W6SCS R-12 0 1581
R [20260828 200428][14.074] CQ K0DTM EN34 9 2194
R [20260828 200428][14.074] RI1FJL AC0DH EN34 2 394
R [20260828 200428][14.074] KD7WPJ K7RPN R+06 14 494
R [20260828 200428][14.074] Z62NS VE4ZIM -15 10 2319
R [20260828 200429][14.074] KM7EWZ WA4TED R-08 5 1244
R [20260828 200429][14.074] CQ K5MGY EM12 4 2506
R [20260828 200429][14.074] RI1FJL AA5HH EM21 4 1175
R [20260828 200429][14.074] CQ K0WLY DN40 -4 2569
T [20260828 200430][14.074] CQ POTA N6HAN CM87 2429
R [20260828 200457][14.074] BH4FTI VA3WJ CN79 30 1962
R [20260828 200458][14.074] KZ4SC AL7B 73 2 444
R [20260828 200458][14.074] W8OBX K0DTM -20 8 2194
R [20260828 200458][14.074] N8KHG W0PU RRR -1 1506
R [20260828 200458][14.074] Z62NS VE3GLN FN25 2 2719
R [20260828 200458][14.074] Z62NS WA0URJ -19 2 650
R [20260828 200458][14.074] Z62NS KJ5MPL -09 2 725
R [20260828 200458][14.074] CQ DX JA8KSF QN03 -2 2044
R [20260828 200458][14.074] CQ K5MGY EM12 10 2506
R [20260828 200459][14.074] Z62NS W4TME FM05 2 1456
R [20260828 200459][14.074] RI1FJL AA5HH EM21 8 1175
R [20260828 200459][14.074] CQ K0WLY DN40 4 2569
R [20260828 200459][14.074] W0CMJ W9MDM EN61 20 1606
R [20260828 200459][14.074] Z62NS VE4ZIM -15 2 2319
R [20260828 200500][14.074] US1VS KF8WX EM98 4 2438
T [20260828 200500][14.074] CQ POTA N6HAN CM87 2135
R [20260828 200527][14.074] N1JFF AL7B -14 14 444
R [20260828 200528][14.074] Z62NS WA0URJ -19 8 650
R [20260828 200528][14.074] W8OBX K0DTM -20 9 2194
R [20260828 200528][14.074] N6HAN VE7MGU CN89 16 2138
R [20260828 200528][14.074] Z62NS VE3GLN FN25 12 2719
R [20260828 200528][14.074] RI1FJL AC0DH EN34 -4 694
R [20260828 200528][14.074] AE7KJ JA8KSF -06 3 2044
R [20260828 200528][14.074] W0CMJ W9MDM EN61 15 1606
R [20260828 200529][14.074] CQ KC5UZI EM13 2 1762
T [20260828 200530][14.074] VE7MGU N6HAN +16 1175
R [20260828 200557][14.074] KE8MD VE3GLN FN25 26 2719
R [20260828 200558][14.074] CQ K8NN DN55 -4 1219
R [20260828 200558][14.074] W8OBX K0DTM -20 10 2194
R [20260828 200558][14.074] N6HAN VE7MGU R CN89 11 2138
R [20260828 200558][14.074] N6HAN KK7TUN DN42 4 962
R [20260828 200558][14.074] K9GI VE7ACU DO00 3 2294
R [20260828 200558][14.074] N1JFF AL7B -14 9 444
R [20260828 200558][14.074] KN6KI K5MGY EM12 -1 1375
R [20260828 200559][14.074] CQ KC5UZI EM13 -15 1762
T [20260828 200600][14.074] KK7TUN N6HAN +4 812
R [20260828 200627][14.074] JA7FLK W6SCS CN87 3 838
R [20260828 200628][14.074] N6HAN KK7TUN R-11 5 962
R [20260828 200628][14.074] Z62NS KJ5MPL -09 10 725
R [20260828 200628][14.074] KE8MD VE3GLN FN25 20 2719
R [20260828 200628][14.074] K9GI VE7ACU R-13 15 2194
R [20260828 200628][14.074] N6HAN VE7MGU R CN89 14 2131
R [20260828 200628][14.074] W4MKH KE0SOR R+05 16 1262
R [20260828 200628][14.074] N9MSG W7IBI R-19 0 1638
R [20260828 200629][14.074] KN6KI K5MGY EM12 3 1375
R [20260828 200629][14.074] HB9EKJ W4TME -12 12 1456
R [20260828 200629][14.074] CQ KC5UZI EM13 4 1762
R [20260828 200630][14.074] N1JFF AL7B -14 8 1019
T [20260828 200630][14.074] KK7TUN N6HAN RR73 1250
R [20260828 200657][14.074] N6HAN KK7TUN R-11 8 962
R [20260828 200658][14.074] JA7FLK W6SCS CN87 4 838
R [20260828 200658][14.074] KN6KI K5MGY EM12 -2 1375
R [20260828 200658][14.074] HB9EKJ W4TME -12 1 1456
R [20260828 200658][14.074] CQ DX JA8KSF QN03 13 2050
R [20260828 200658][14.074] K9GI VE7ACU 73 24 2194
R [20260828 200658][14.074] W4MKH KE0SOR R+05 9 1262
R [20260828 200659][14.074] KR4DDZ KB9DED EN54 2 2638
R [20260828 200659][14.074] CQ KC5UZI EM13 7 1762
T [20260828 200700][14.074] KK7TUN N6HAN RR73 545
R [20260828 200727][14.074] JA7FLK W6SCS R-20 4 838
R [20260828 200728][14.074] W0U K8NN RR73 10 1162
R [20260828 200728][14.074] W8OBX K0DTM RR73 4 2194
R [20260828 200728][14.074] K9SCK KJ7SVM CN87 24 1638
R [20260828 200728][14.074] CQ DX JA8KSF QN03 24 2050
R [20260828 200728][14.074] VA7GEM AF0E -04 30 744
R [20260828 200728][14.074] IZ0GRR KE8YOU RR73 -2 1562
R [20260828 200728][14.074] AA4AZ VA6VZ -16 4 2475
R [20260828 200729][14.074] KE8MD VE3GLN FN25 8 2719
R [20260828 200729][14.074] KN6KI K5MGY EM12 -2 1375
R [20260828 200729][14.074] W7BDP K5RSB R-06 10 2106
R [20260828 200730][14.074] Z62NS W4TME FM05 2 1456
T [20260828 200730][14.074] KK7TUN N6HAN RR73 2034
R [20260828 200757][14.074] AA4AZ VA6VZ -16 1 2475
R [20260828 200757][14.074] VA7GEM AF0E RR73 38 744
R [20260828 200758][14.074] F4JLS K0DTM -20 4 2194
R [20260828 200758][14.074] JA7FLK W6SCS R-20 -1 838
R [20260828 200758][14.074] Z62NS W4TME FM05 -8 1456
R [20260828 200758][14.074] W4MKH KE0SOR R+05 3 1262
R [20260828 200758][14.074] VE7ZTW JA8KSF -11 8 2050
R [20260828 200759][14.074] K9SCK KJ7SVM CN87 24 1638
R [20260828 200759][14.074] KF4DVW AI5OS EM10 14 581
T [20260828 200800][14.074] KK7TUN N6HAN RR73 1468
R [20260828 200827][14.074] N6HAN KK7TUN 73 18 962
R [20260828 200827][14.074] AA4AZ VA6VZ -16 0 2475
R [20260828 200828][14.074] KE8MD VE3GLN FN25 18 2719
R [20260828 200828][14.074] F4JLS K0DTM RR73 8 2194
R [20260828 200828][14.074] W9MDM K8NN RR73 2 1162
R [20260828 200828][14.074] JA7FLK W6SCS R-20 11 838
R [20260828 200828][14.074] K9SCK KJ7SVM CN87 4 1638
R [20260828 200828][14.074] N9MSG WA6HBR EM10 2 2612
R [20260828 200829][14.074] RI1FJL WB4KTF EN74 4 1975
R [20260828 200829][14.074] Z62NS W4TME FM05 7 1456
R [20260828 200829][14.074] KF4DVW AI5OS EM10 9 581
T [20260828 200830][14.074] VE7MGU N6HAN +16 2299
R [20260828 200857][14.074] AA4AZ VA6VZ -16 2 2475
R [20260828 200857][14.074] KC9JJS AL7B -17 9 1344
R [20260828 200858][14.074] K9SCK KK7TUN DN42 -4 962
R [20260828 200858][14.074] N9MSG WA6HBR EM10 3 2612
R [20260828 200858][14.074] K9SCK KJ7SVM CN87 19 1638
R [20260828 200858][14.074] VE7ACU JA8KSF -08 -7 2044
R [20260828 200858][14.074] KE8MD VE3GLN FN25 18 2719
R [20260828 200858][14.074] EA4T KF8DZL R+01 2 1131
R [20260828 200858][14.074] Z62NS W4TME FM05 8 1456
R [20260828 200858][14.074] CQ K0DTM EN34 8 2194
R [20260828 200859][14.074] CQ KC5UZI EM13 -14 1762
R [20260828 200859][14.074] K9SCK KS7WY DN43 -8 894
R [20260828 200859][14.074] CQ W1AW/2 -10 519
R [20260828 200900][14.074] KF4DVW AI5OS EM10 2 581
T [20260828 200900][14.074] VE7MGU N6HAN +16 1814
R [20260828 200927][14.074] AA4AZ VA6VZ -16 10 2475
R [20260828 200927][14.074] N6HAN VE7MGU R CN89 26 2138
R [20260828 200928][14.074] VE7ACU JA8KSF RR73 10 2050
R [20260828 200928][14.074] CQ K0DTM EN34 -6 2194
R [20260828 200928][14.074] K9SCK KJ7SVM CN87 9 1644
R [20260828 200928][14.074] K9SCK KS7WY DN43 6 894
R [20260828 200928][14.074] KE8MD VE3GLN FN25 13 2719
R [20260828 200928][14.074] W4MKH KE0SOR R+05 5 1262
R [20260828 200928][14.074] K9SCK W5PF +04 -8 944
R [20260828 200929][14.074] RI1FJL WB4KTF EN74 4 1975
R [20260828 200929][14.074] CQ KC5UZI EM13 8 1762
T [20260828 200930][14.074] VE7MGU N6HAN +16 1883
R [20260828 200957][14.074] AA4AZ VA6VZ -16 0 2475
R [20260828 200957][14.074] N6HAN VE7MGU R CN89 14 2138
R [20260828 200958][14.074] RI1FJL WB4KTF EN74 6 1975
R [20260828 200958][14.074] CQ DX JA8KSF QN03 6 2050
R [20260828 200958][14.074] CQ K0DTM EN34 -7 2194
R [20260828 200958][14.074] KE8MD VE3GLN FN25 14 2719
R [20260828 200958][14.074] K9SCK KJ7SVM CN87 8 1638
R [20260828 200958][14.074] DJ7JB W4TME -17 -5 1456
R [20260828 200959][14.074] AI7WP AE2NY RR73 9 381
R [20260828 200959][14.074] CQ KC5UZI EM13 10 1762
R [20260828 200959][14.074] AF0E KC8ZKS 73 4 581
T [20260828 201000][14.074] VE7MGU N6HAN +16 1611
R [20260828 201027][14.074] AA4AZ VA6VZ -16 30 2475
R [20260828 201028][14.074] N6HAN VE7MGU R CN89 28 2138
R [20260828 201028][14.074] VA7GEM KK7BHX CN88 9 2844
R [20260828 201028][14.074] RI1FJL KF0BAA DM79 8 588
R [20260828 201028][14.074] KE8MD VE3GLN FN25 19 2719
R [20260828 201028][14.074] CQ DX JA8KSF QN03 27 2050
R [20260828 201028][14.074] K9SCK KJ7SVM CN87 20 1638
R [20260828 201028][14.074] CQ K0DTM EN34 10 2194
R [20260828 201029][14.074] RI1FJL WB4KTF EN74 6 1975
R [20260828 201029][14.074] RI1FJL AC0DH EN34 7 694
T [20260828 201030][14.074] VE7MGU N6HAN +16 1777
R [20260828 201057][14.074] VA3WJ JA8KSF -11 8 2050
R [20260828 201057][14.074] AA4AZ VA6VZ -16 10 2475
R [20260828 201058][14.074] K9SCK KJ7SVM CN87 21 1644
R [20260828 201058][14.074] N6HAN VE7MGU R CN89 23 2131
R [20260828 201058][14.074] RI1FJL WB4KTF EN74 -11 1975
R [20260828 201058][14.074] KE8MD VE3GLN FN25 6 2719
R [20260828 201058][14.074] AA4AZ K2PS +03 5 800
R [20260828 201058][14.074] CQ K0DTM EN34 -2 2194
R [20260828 201058][14.074] K9SCK W5PF +04 4 944
R [20260828 201059][14.074] AK6OY AA5HH R-06 8 1175
R [20260828 201059][14.074] RI1FJL AC0DH EN34 14 694
R [20260828 201059][14.074] VA7GEM KE0QEQ R+07 2 2850
R [20260828 201059][14.074] M9KTM KB9DED EN54 5 2638
R [20260828 201059][14.074] RI1FJL KF0BAA DM79 -5 588
R [20260828 201113][14.074] KE0QEQ VA7GEM RR73 4 2850
R [20260828 201113][14.074] CQ WA7PVE CN87 20 1694
R [20260828 201113][14.074] JA8KSF VA3WJ R+08 25 1550
R [20260828 201113][14.074] CQ W0CMJ DN70 24 1612
R [20260828 201113][14.074] E79NA AA3B -09 5 575
R [20260828 201113][14.074] CQ W7/G0HSP 8 1419
R [20260828 201113][14.074] K5RSB W7BDP RRR -4 2106
R [20260828 201114][14.074] KD9SPR AF0E -05 10 744
R [20260828 201114][14.074] F5HMS VE4ZIM -14 2 2319
R [20260828 201114][14.074] W4TME N8KHG EM30 6 1050
R [20260828 201114][14.074] CQ KB0IT DN70 -2 2169
R [20260828 201114][14.074] VA3GHB W5ELD R-23 -1 1238
R [20260828 201114][14.074] CQ AA7DS CN87 13 956
R [20260828 201128][14.074] AA4AZ VA6VZ -16 44 2475
R [20260828 201128][14.074] N6HAN VE7MGU R CN89 2 2131
R [20260828 201128][14.074] WA7PVE AI5OS EM10 2 1694
R [20260828 201129][14.074] VA3WJ JA8KSF RR73 28 2050
R [20260828 201129][14.074] CQ K0DTM EN34 26 2194
R [20260828 201129][14.074] KE8MD VE3GLN FN25 36 2719
R [20260828 201129][14.074] K9SCK KJ7SVM CN87 -6 1638
R [20260828 201129][14.074] RI1FJL K0BHB EN34 4 700
R [20260828 201129][14.074] KB0IT K7RPN CN94 -7 1788
R [20260828 201129][14.074] Z62NS K9NYO EN61 10 1056
R [20260828 201130][14.074] RI1FJL KF0BAA DM79 36 588
R [20260828 201130][14.074] AK6OY AA5HH R-06 2 1175
R [20260828 201130][14.074] N8KHG W4TME +13 6 1456
R [20260828 201130][14.074] AA4AZ K2PS RR73 16 800
R [20260828 201130][14.074] CQ W5TXX EM12 6 2256
R [20260828 201131][14.074] VA7GEM KE0QEQ 73 12 2850
R [20260828 201144][14.074] KK7BHX VA7GEM -14 10 2850
R [20260828 201144][14.074] CQ W0CMJ DN70 33 1612
R [20260828 201145][14.074] W4TME N8KHG R+15 20 1050
R [20260828 201145][14.074] K6HGF AJ7LJ +12 22 1488
R [20260828 201145][14.074] KW4EI KJ7WLL R-15 2 756
R [20260828 201145][14.074] KC8ZKS W0REM EM17 0 1788
R [20260828 201145][14.074] CQ AA7DS CN87 21 962
R [20260828 201145][14.074] K0DTM K4DND +11 16 2688
R [20260828 201145][14.074] CQ NA7KR CN84 15 2562
R [20260828 201146][14.074] K5RSB W7BDP RRR 8 2106
R [20260828 201146][14.074] MI0JZZ WU7W DM09 -8 1244
R [20260828 201212][14.074] KB0IT VE6AX R+01 0 2269
R [20260828 201213][14.074] <KC8ZKS> W7/G0HSP 9 1419
R [20260828 201213][14.074] W1AW/2 W9MDM 4 519
R [20260828 201213][14.074] KK7BHX VA7GEM RR73 18 2850
R [20260828 201213][14.074] AI5OS WA7PVE RR73 20 1694
R [20260828 201213][14.074] W2MKW KI7DAN -21 -4 2388
R [20260828 201213][14.074] W4TME N8KHG 73 6 1050
R [20260828 201213][14.074] N4NTY N8PFK R-05 -3 819
R [20260828 201214][14.074] KC8ZKS W0REM EM17 -9 1788
R [20260828 201214][14.074] MI0JZZ WU7W DM09 8 1244
R [20260828 201214][14.074] K0DTM K4DND RR73 -2 2688
R [20260828 201214][14.074] K6HGF AJ7LJ RRR 12 1488
R [20260828 201214][14.074] CQ W0CMJ DN70 16 1612
R [20260828 201214][14.074] W6TOX AA7DS +02 0 962
R [20260828 201215][14.074] K5RSB W7BDP RRR 2 2106
R [20260828 201228][14.074] AA4AZ VA6VZ -16 12 2475
R [20260828 201228][14.074] CQ POTA KK7TUN DN42 7 962
R [20260828 201228][14.074] CQ POTA N7DEN DN71 -4 381
R [20260828 201228][14.074] WB7CYO JA8KSF -15 8 2050
R [20260828 201228][14.074] WA7PVE AI5OS 73 4 1694
R [20260828 201228][14.074] RI1FJL KF0BAA DM79 -5 588
R [20260828 201228][14.074] SP3TOT K5RSB EM20 6 1112
R [20260828 201229][14.074] SP3TOT VE4ZIM -11 6 2319
R [20260828 201229][14.074] KE8MD VE3GLN FN25 2 2719
R [20260828 201229][14.074] Z62NS WA0JGT EN34 6 1256
R [20260828 201229][14.074] RI1FJL K0BHB EN34 4 700
R [20260828 201242][14.074] KB0IT VE6AX 73 1 2269
R [20260828 201243][14.074] <KC8ZKS> W7/G0HSP 2 1419
R [20260828 201243][14.074] BI4ALQ WA7PVE -20 18 1694
R [20260828 201243][14.074] W2MKW KI7DAN -21 -18 2388
